id_poliza,numero_poliza,id_cliente,tipo_cliente,documento_cliente,nombre_cliente,segmento,canal_origen,intermediario_id,intermediario_nombre,linea_negocio,producto,plan,moneda,suma_asegurada,deducible,coberturas_clave,fecha_inicio_vigencia,fecha_fin_vigencia,ciclo,estado_poliza,renovable,fecha_renovacion_estimada,estado_renovacion,motivo_no_renovacion,prima_neta,impuestos,prima_total,forma_pago,frecuencia_pago,estado_pago,dias_mora,valor_en_mora,fecha_ultimo_pago,numero_siniestros_12m,valor_siniestros_12m,ratio_siniestralidad_12m,score_riesgo,score_renovacion,categoria_prioridad,asesor_asignado_id,asesor_asignado_nombre,fecha_ultima_gestion,resultado_ultima_gestion,proxima_accion,fecha_proxima_accion,observaciones,telefono_cliente,email_cliente,ciudad_cliente,departamento_cliente,created_at,updated_at,fuente_dato,version_registro,antiguedad_cliente_meses,valor_total_primas_cliente,n_polisas_activas_cliente,lifetime_value_estimado,prob_churn,motivo_riesgo_churn,fecha_envio_cotizacion,fecha_respuesta_cliente,estado_cotizacion,competidor_reportado,descuento_ofrecido_pct,incremento_prima_pct,razon_ajuste_prima,metodo_recaudo,banco_recaudo,referencia_recaudo,promesa_pago_fecha,promesa_pago_valor,cobranza_etapa,cobranza_ult_gestion_fecha,cobranza_ult_resultado,semáforo_vencimiento,dias_para_vencimiento,ventana_renovacion_dias,kpi_retencion_cliente,kpi_retencion_producto,kpi_retencion_asesor,kpi_tiempo_promedio_renovacion_dias,kpi_contactabilidad,kpi_tasa_mora,kpi_siniestros_promedio_12m,kpi_ratio_siniestralidad_producto,riesgo_fraude_score,riesgo_fraude_flag,riesgo_cobertura_inadecuada_flag,nps_ultimo,csat_ultimo,quejas_12m,pqr_12m,reclamos_12m,canal_preferido_contacto,horario_preferido_contacto,idioma_preferido,consentimiento_marketing,consentimiento_whatsapp,consentimiento_email,broker_score,broker_tipo,broker_comision_pct,broker_comision_valor,campaña_actual,lead_source,utm_source,utm_medium,utm_campaign,ultima_interaccion_canal,ultima_interaccion_fecha,ultima_interaccion_detalle,sla_respuesta_horas,sla_cumplido_flag,prioridad_operativa,estado_documentacion,documentos_faltantes,fecha_ultima_actualizacion_docs,tipo_factura,numero_factura,fecha_factura,fecha_venc_factura,anexo_renovacion_flag,fecha_emision_anexo,motivo_anexo,usuario_aprueba_anexo,riesgo_operacional_flag,riesgo_operacional_detalle,alertas_activas,alerta_principal,geoloc_lat,geoloc_lon,zona_riesgo_geo,indice_climatico_zona,canal_pago_preferido,autopago_flag,autopago_fecha_activacion,ticket_soporte_abierto_flag,ticket_soporte_id,ticket_soporte_estado,custom_field_001,custom_field_002,custom_field_003,custom_field_004,custom_field_005,custom_field_006,custom_field_007,custom_field_008,custom_field_009,custom_field_010,custom_field_011,custom_field_012,custom_field_013,custom_field_014,custom_field_015,custom_field_016,custom_field_017,custom_field_018,custom_field_019,custom_field_020,custom_field_021,custom_field_022,custom_field_023,custom_field_024,custom_field_025,custom_field_026,custom_field_027,custom_field_028,custom_field_029,custom_field_030,custom_field_031,custom_field_032,custom_field_033,custom_field_034,custom_field_035,custom_field_036,custom_field_037,custom_field_038,custom_field_039,custom_field_040,custom_field_041,custom_field_042,custom_field_043,custom_field_044,custom_field_045,custom_field_046,custom_field_047,custom_field_048,custom_field_049,custom_field_050,custom_field_051,custom_field_052,custom_field_053,custom_field_054,custom_field_055,custom_field_056,custom_field_057,custom_field_058,custom_field_059
POLRTDQIJD44Y,8979708-57,CLIR6K3LYYZ7P,natural,1644343609,Juan Rodríguez,Masivo,Broker,BRKQ1PQVCZK,Broker Andes,Autos,Auto Premium,Platinum,COP,2198800.0,$1.000.000,premium,2024-08-16,2025-08-16,anual,vencida,sí,2025-08-16,pendiente,,2540700.0,478400.0,3019100.0,contado,mensual,al_dia,0,0.0,2025-12-02,0,0.0,0.0,37,46,A,ASES002,Juan Pérez,2026-01-21,reagenda,whatsapp,2026-01-23,Revisar mora,+573276303961,juan.rodriguez13@example.com,Barranquilla,Atlántico,2025-03-11,2025-12-26,crm,2,40,8085000.0,6,15837200.0,0.1292,,,,,,0.0,0.0645,Siniestralidad,PSE,,REC3I2IWMC07,,0.0,normal,,,rojo,-158,45,0.8596,0.8283,0.8113,13,0.5109,0.2302,0.777,0.1694,19,no,sí,11,63,0,0,2,,,es,no,sí,sí,81,persona,0.0649,164900.0,Cross-sell,,google,email,brand,whatsapp,2025-12-10,soporte,20,sí,alta,completa,,2025-12-05,,,,,sí,2025-12-01,ajuste_prima,u_comercial,sí,recaudo,4,vencimiento,4.933271,-77.125795,alta,0.3169,Débito,sí,2025-09-17,no,,,0.0098,,,,3686,0.4092,,,2568,9588,,,5254,,,7662,6386,0.3294,flag_si,0.6934,,,,,1366,8248,,0.7662,,,,,0.3041,0.8116,,7129,0.2939,,,,,,,5673,0.4463,1326,,,,,,flag_si,,8531,,,3490,5073,905
POLCZF2TDCITE,3894458-19,CLII2JVZHOYYK,natural,225024722,Miguel Pérez,Masivo,Alianza,,,Vida,Vida Plus,C,COP,2506200.0,10%,ampliada,2025-03-11,2025-04-10,mensual,vencida,sí,2025-04-10,pendiente,,2710300.0,369800.0,3080100.0,recaudo,trimestral,al_dia,0,0.0,2025-12-31,1,1217700.0,0.3953,75,94,B,ASES003,Diana Rojas,2026-01-06,no_contactado,llamar,2026-02-08,Pendiente documentos,+573262602020,miguel.perez36@example.com,Medellín,Antioquia,2025-03-19,2026-01-21,batch_import,5,90,10455200.0,2,30299600.0,0.2307,,,,,,0.0,0.1499,IPC,Transferencia,,RECE2OOATYYX,,0.0,normal,,,rojo,-286,45,0.7448,0.7339,0.6975,9,0.6426,0.0062,0.902,0.3589,17,no,sí,84,75,0,1,0,email,,en,sí,sí,sí,43,,0.0,0.0,Renueva 2026,broker,google,cpc,,whatsapp,2025-12-23,consulta renovación,56,no,alta,incompleta,,2025-12-06,electrónica,FAC2Y4LGQTCD,2025-11-08,2025-11-23,no,,,,no,,2,docs,8.053779,-74.646887,media,0.0512,Transferencia,no,,sí,TCKWMOEGPCP03,,,6253,tag_b,,tag_a,,,,,0.1062,,,flag_no,3562,4729,1127,,0.7759,0.808,,,13,,1173,0.7678,,,,1675,,,,8714,3394,0.114,,,0.6439,,,tag_b,7914,flag_no,,3790,,,,3732,,,0.8343,0.5774,2967,2375,0.6464,9729,,7906
POLGDEZ18X4RY,9821800-88,CLIJN7FDTGSKE,natural,1798060928,Carlos Gómez,Masivo,Broker,BRKY4IYV0N1,Broker Norte,Autos,Auto Básico,C,COP,8330500.0,$1.000.000,basica+asistencia,2025-10-08,2026-10-08,anual,vigente,sí,2026-10-08,en_gestion,,4177100.0,517900.0,4695000.0,contado,anual,al_dia,0,0.0,2025-10-02,0,0.0,0.0,43,66,C,ASES002,Juan Pérez,2026-01-15,no_interesado,llamar,2026-01-25,Revisar mora,+573512243896,carlos.gomez37@example.com,Bucaramanga,Santander,2025-09-18,2026-01-18,batch_import,2,81,23493500.0,6,45125900.0,0.0,,,,,,0.0,0.0254,Cambio cobertura,Efectivo,Banco de Bogotá,RECM0TTD78PR,,0.0,normal,,,verde,260,45,0.8911,0.8261,0.8698,13,0.6191,0.0907,0.988,0.2031,6,no,no,31,62,1,0,0,whatsapp,tarde,en,no,sí,sí,72,persona,0.1392,581500.0,,web,,email,,llamada,2025-12-21,,65,no,alta,completa,,2025-11-09,electrónica,FACSYVUVO9GB,2025-12-26,2026-01-05,no,,,,sí,,3,docs,4.164124,-72.675798,baja,0.5282,Débito,sí,2025-07-06,sí,TCK2YPE4CWSJB,abierto,0.6104,,0.835,,0.7104,flag_no,2525,,,tag_a,,0.1125,,3018,,0.7359,,4162,0.2751,0.6391,0.341,0.9977,,2985,6648,0.2636,,,,5865,,0.2791,9090,,,,,,,0.9307,0.0246,8541,5532,0.6967,9619,,5936,0.7253,7615,,,9214,NA,2880,7551,,0.8364,,1522
POLGEGG4JYS2Z,2028961-62,CLIWGPBYEXZ9Z,natural,1585221455,Valentina Rodríguez,Masivo,Digital,,,Hogar,Hogar Básico,Silver,COP,1867900.0,5%,premium,2025-01-01,2026-01-01,anual,vencida,no,,,,3374300.0,558200.0,3932500.0,contado,anual,al_dia,0,0.0,2025-12-18,0,0.0,0.0,53,79,B,ASES002,Juan Pérez,2026-01-03,reagenda,visita,2026-01-26,Revisar mora,+573465874575,valentina.rodriguez41@example.com,Medellín,Antioquia,2025-08-01,2026-01-08,broker,1,95,14053800.0,6,18969700.0,0.1662,,,,,,0.0,0.1307,IPC,Débito automático,BBVA,RECI4NZLOZ7E,,0.0,normal,,,rojo,-20,45,0.7919,0.5682,0.9359,5,0.8683,0.2157,0.25,0.0261,21,no,no,35,86,0,0,0,email,mañana,en,sí,sí,sí,83,,0.0,0.0,Renueva 2026,referido,,cpc,brand,email,2025-11-29,pago,39,no,media,completa,,2025-10-26,,,,,sí,2025-11-17,cambio_cobertura,,sí,validacion_doc,0,,6.7522,-72.392945,alta,0.6411,Débito,no,,no,,,2874,,flag_no,,7090,6937,2750,3829,,,1521,0.1253,8876,0.6555,,3776,0.0398,,,2437,,,8394,4426,,,,,3901,,,,NA,,0.5977,,,,0.8697,0.8908,,,6286,flag_no,5628,,,,0.449,5691,,0.4593,8569,0.077,NA,,tag_b,0.6708,0.8213
POLBVVJT8HJK0,7743856-95,CLIKHV4QLJETH,jurídica,916403888,Empresa Torres S.A.S.,PYME,Alianza,,,Vida,Vida Plus,Gold,COP,11265600.0,$1.000.000,basica,2025-08-25,2026-08-25,anual,vigente,sí,2026-08-25,pendiente,,1256100.0,152200.0,1408300.0,recaudo,trimestral,al_dia,0,0.0,2025-11-24,2,0.0,0.0,31,66,C,ASES001,Laura Gómez,2025-12-25,reagenda,llamar,2026-01-24,Cliente solicita ajuste de cobertura,+573483155775,empresa.torres76@example.com,Barranquilla,Atlántico,2025-08-07,2026-01-21,broker,1,62,7247600.0,4,15900600.0,0.2462,,,,,,0.0,0.1785,,Transferencia,Bancolombia,RECC8HS287QM,,0.0,normal,,,verde,216,45,0.9214,0.8189,0.759,4,0.4473,0.193,1.294,0.5629,32,no,no,62,49,0,0,0,,mañana,es,sí,sí,sí,59,,0.0,0.0,Cross-sell,referido,linkedin,organic,brand,portal,2025-12-16,,42,no,alta,incompleta,soat,2025-10-16,electrónica,FACX2OZ2IMB3,2025-12-19,2026-01-09,no,,,,sí,,4,,7.659481,-76.473754,baja,0.1882,Tarjeta,no,,sí,TCKKBEC54T59P,en_progreso,,,,9163,0.7417,3209,,,,0.6752,,,0.2059,,9848,,NA,25,0.3525,8252,0.1261,,0.1299,7531,,,,0.6762,,,,,,,3461,4229,,0.8586,,4007,,,2466,,,1454,,0.9627,0.6283,,,,,,,,,2226,
POLIKSMV4QQJ3,1461312-40,CLI66V3JR1NJK,natural,1010149595,Mariana Díaz,Masivo,Broker,BRKQ7S1ORAZ,Broker Integral,Hogar,Hogar Básico,Silver,COP,5596600.0,10%,basica+asistencia,2024-12-05,2025-01-04,mensual,cancelada,sí,2025-01-04,aceptada,,1939100.0,289900.0,2229000.0,recaudo,mensual,al_dia,0,0.0,2025-12-13,1,1348700.0,0.6051,70,72,B,ASES005,María Torres,2025-12-24,interesado,email,2026-01-31,Revisar mora,+573598689074,mariana.diaz61@example.com,Barranquilla,Atlántico,2025-09-08,2026-01-11,crm,5,93,7871100.0,2,22930000.0,0.1247,,2026-01-19,2026-01-19,enviada,,0.0381,0.0772,Siniestralidad,Débito automático,Bancolombia,RECWCBZUJBOO,,0.0,normal,,,rojo,-382,45,0.8905,0.7901,0.8677,5,0.5916,0.1033,1.128,0.5319,23,no,no,64,57,1,1,0,email,,en,sí,no,no,86,,0.0408,79100.0,,callcenter,google,cpc,q1_2026,email,2025-12-23,consulta renovación,11,sí,alta,completa,,2025-10-19,electrónica,FAC3V1NPCYVU,2025-12-01,2025-12-31,sí,2026-01-10,actualizacion_datos,u_comercial,sí,,2,siniestro,4.407122,-76.205392,media,0.4944,PSE,no,,no,,,,,,,NA,,,4525,3812,59,9408,8132,,,,,,,,,,,,,,,,,,,1479,,8197,,,,,,,4620,,flag_no,0.7548,,,5854,NA,0.3095,6656,,tag_b,,,,,,,,
POLL53CUK52CG,7293269-52,CLIL3M871NGET,natural,1812819421,Mateo Torres,Masivo,Digital,,,Pyme,Pyme Integral,B,COP,4203900.0,0,ampliada,2025-02-08,2026-02-08,anual,vigente,sí,2026-02-08,pendiente,,492200.0,77600.0,569800.0,recaudo,anual,en_mora,13,212600.0,2025-12-13,1,0.0,0.0,38,35,B,ASES005,María Torres,2025-12-16,contactado,whatsapp,2026-01-23,,+573404574960,mateo.torres59@example.com,Bogotá,Cundinamarca,2025-08-13,2026-01-17,batch_import,2,95,3201500.0,2,4308000.0,0.0,,,,,,0.0,0.1477,Siniestralidad,PSE,BBVA,REC5GEV3LFY5,2026-01-31,155500.0,temprana,2026-01-20,,amarillo,18,45,0.8058,0.6987,0.8108,10,0.7323,0.0682,0.456,0.4234,11,no,no,55,75,1,2,1,email,mañana,es,sí,sí,sí,76,,0.0,0.0,Winback,broker,linkedin,organic,q1_2026,whatsapp,2026-01-01,pago,5,sí,alta,completa,,2025-10-10,manual,FACKQTYDB90M,2025-11-12,2025-12-11,no,,,,no,,3,siniestro,10.565721,-73.77749,alta,0.3016,Transferencia,sí,2025-08-18,no,,,,NA,,,,1687,,tag_b,tag_b,1528,,0.6558,0.5373,0.6771,2169,,,0.6827,,,,,,8179,,2793,6242,0.6287,6249,flag_si,,8135,1414,182,,,5762,,0.2661,7468,,,,,7590,0.039,,,,,0.4556,2000,,,,,732,,flag_si
POL8O98BUJDS0,9473491-52,CLIBTG7GA245J,jurídica,984632779,Empresa Díaz S.A.S.,Corporate,Broker,BRK3T14LYF6,Broker Capital,RC,RC General,Platinum,COP,14181500.0,5%,ampliada,2024-05-27,2025-05-27,anual,vencida,no,,,,1780500.0,267400.0,2047900.0,contado,anual,al_dia,0,0.0,2025-11-17,2,2223300.0,1.0856,75,86,B,ASES005,María Torres,2025-12-21,reagenda,whatsapp,2026-02-07,Cliente solicita ajuste de cobertura,+573219298577,empresa.diaz5@example.com,Cali,Valle del Cauca,2025-12-06,2026-01-18,crm,5,119,3461500.0,5,4337200.0,0.0491,,,,,,0.0,0.0696,Cambio cobertura,Efectivo,Banco de Bogotá,RECZ6W3CO8PE,,0.0,normal,,,rojo,-239,45,0.812,0.7843,0.8687,8,0.889,0.2071,1.136,0.0561,22,no,no,65,75,2,1,0,,mañana,en,sí,sí,sí,72,empresa,0.1644,292700.0,Renueva 2026,,google,organic,q1_2026,llamada,2025-12-31,consulta renovación,33,no,baja,en_revision,soat,2025-10-20,electrónica,FACU8ULV1J30,2025-12-06,2025-12-30,no,,,,no,,1,,5.482967,-73.308287,baja,0.9362,,no,,sí,TCK8OHCU0E0R3,cerrado,26,0.0281,,,,,,,,,,tag_b,,,,,tag_a,,7858,tag_a,9418,,,,1329,tag_a,0.3753,5402,2599,NA,,,,,flag_si,4769,tag_b,2563,,,,1930,0.6268,6953,,,5826,0.1461,,,5090,0.823,7218,,,flag_si,0.235,,tag_a
POL0KXGNTUSJX,1827363-20,CLIB1LRXGKEKT,natural,599686781,Carlos Martínez,PYME,Broker,BRKUYK2VFHD,Broker Capital,RC,RC General,A,COP,7442900.0,5%,ampliada,2024-09-09,2025-09-09,anual,vencida,sí,2025-09-09,aceptada,,901100.0,163000.0,1064100.0,recaudo,anual,al_dia,0,0.0,2025-12-22,1,1653300.0,1.5537,69,51,B,ASES003,Diana Rojas,2025-12-19,no_interesado,enviar_cotizacion,2026-02-06,Cliente solicita ajuste de cobertura,+573852157889,carlos.martinez27@example.com,Bogotá,Cundinamarca,2025-10-07,2026-01-09,broker,5,18,3701900.0,1,9798900.0,0.2823,,2026-01-18,2026-01-10,enviada,,0.0392,0.0236,IPC,Efectivo,Davivienda,RECV6B6RJ09W,,0.0,normal,,,rojo,-134,45,0.7258,0.9721,0.8004,12,0.7114,0.0612,0.697,0.3711,9,no,sí,14,100,0,2,0,whatsapp,mañana,es,no,no,sí,70,empresa,0.1382,124500.0,Cross-sell,,linkedin,cpc,renewals,whatsapp,2025-11-26,soporte,42,no,baja,en_revision,camara_comercio,2025-11-11,electrónica,FAC4YQ5TDFGJ,2025-11-05,2025-12-08,no,,,,no,,4,docs,3.80124,-76.005553,media,0.816,Transferencia,sí,2025-06-07,sí,TCK33C2UUDSQN,abierto,,9344,,,,,,0.8429,,,,3444,5012,,0.4459,,1668,,,2307,9539,,880,,flag_no,,,,7645,,,,,,,,,,flag_no,4299,7925,,,,tag_a,,,,7992,,,,7661,,2484,,,,
POL6WEGGH02WP,6042946-12,CLIRV3NSXOF6T,jurídica,867544447,Empresa García S.A.S.,PYME,Directo,,,Pyme,Pyme Multirriesgo,Platinum,COP,25377000.0,0,ampliada,2025-05-21,2026-05-21,anual,vigente,sí,2026-05-21,pendiente,,2847200.0,487100.0,3334300.0,contado,trimestral,al_dia,0,0.0,2025-11-07,0,0.0,0.0,80,34,C,ASES004,Carlos Díaz,2026-01-06,interesado,llamar,2026-02-08,,+573866363382,empresa.garcia76@example.com,Barranquilla,Atlántico,2025-02-07,2026-01-21,core,1,13,3656000.0,4,7312900.0,0.1564,,,,,,0.0,0.0443,Ajuste técnico,Efectivo,Bancolombia,RECSH7N1BQG3,,0.0,normal,,,verde,120,45,0.7326,0.7646,0.8158,11,0.783,0.0729,0.734,0.0,38,no,no,30,80,0,1,0,,mañana,en,sí,no,sí,70,,0.0,0.0,,,,organic,brand,email,2025-12-09,consulta renovación,51,no,baja,completa,,2026-01-07,,,,,no,,,,sí,,3,siniestro,7.763318,-72.623725,alta,0.4109,Débito,no,,sí,TCK2RI52ZVBCE,en_progreso,0.1625,1219,,,,0.9597,,3714,,0.8516,tag_a,,0.8638,7235,0.4068,0.7624,tag_a,,,180,7475,3740,0.1439,0.0086,,,0.02,,,,0.5866,,tag_b,,9687,flag_si,,,0.4554,,flag_si,,,,,0.518,,2726,,,,NA,,9299,0.0075,,,5015,
POLX1ZDNQSAMC,2682205-98,CLI6ZGYLKCS2Y,natural,964683520,Laura López,Corporate,Alianza,,,Cumplimiento,Cumplimiento Judicial,Gold,COP,8475100.0,$1.000.000,ampliada,2024-12-25,2025-12-25,anual,vencida,no,,,,4033400.0,727400.0,4760800.0,recaudo,anual,en_mora,34,1238300.0,2026-01-04,0,0.0,0.0,39,77,B,ASES002,Juan Pérez,2026-01-20,contactado,visita,2026-02-07,,+573460462889,laura.lopez66@example.com,Cartagena,Bolívar,2025-02-16,2025-12-31,batch_import,4,6,22192800.0,1,77235000.0,0.2228,,,,,,0.0,0.0158,Siniestralidad,Efectivo,BBVA,REC96EPT6AAR,2026-02-03,863600.0,tardía,2026-01-07,pago_parcial,rojo,-27,45,0.7028,0.9215,0.8395,10,1.0,0.0925,1.574,0.1597,1,no,sí,77,68,0,1,0,whatsapp,tarde,en,sí,no,sí,59,,0.0,0.0,,callcenter,google,,renewals,whatsapp,2025-12-21,pago,6,sí,media,en_revision,,2025-10-05,,,,,no,,,,sí,datos_inconsistentes,0,,9.936093,-73.819024,alta,0.4481,Transferencia,sí,2025-12-30,sí,TCK5YNKLOWQDW,,,0.5862,0.4924,9249,7971,3759,,,1875,9767,,,6123,1635,,flag_no,7611,tag_b,,,,,6520,5585,tag_b,0.1923,,,410,8356,,0.4639,,,0.2458,3260,0.9148,,,,,1354,,,,0.3354,0.9523,,,,5655,,0.5331,4984,,0.6315,,0.5429,
POLABOQCUCJ7N,6535803-21,CLIRU7M1VD7CR,natural,1171510827,Juan Gómez,Masivo,Digital,,,Autos,Auto Premium,C,COP,2409500.0,$500.000,basica+asistencia,2025-11-28,2026-11-28,anual,vigente,sí,2026-11-28,pendiente,,1364900.0,186600.0,1551500.0,recaudo,anual,al_dia,0,0.0,2025-12-19,0,0.0,0.0,39,100,C,ASES001,Laura Gómez,2025-12-17,no_interesado,enviar_cotizacion,2026-02-05,Cliente solicita ajuste de cobertura,+573816866455,juan.gomez82@example.com,Medellín,Antioquia,2025-05-24,2025-12-28,crm,1,108,3360400.0,1,8971700.0,0.097,,,,,,0.0,0.0755,Cambio cobertura,PSE,Bancolombia,RECNIL8472QW,,0.0,normal,,,verde,311,45,0.8584,0.6845,0.8976,5,0.7839,0.2285,1.131,0.2752,26,no,sí,62,73,1,0,0,llamada,tarde,es,sí,no,sí,53,,0.0,0.0,,broker,,email,brand,whatsapp,2025-12-03,consulta renovación,39,no,baja,incompleta,,2025-10-04,electrónica,FACVZ90HEDMA,2025-12-09,2026-01-06,sí,2025-11-21,actualizacion_datos,,no,,4,docs,3.673704,-72.084833,media,0.6664,Transferencia,sí,2025-11-29,sí,TCKB8UO5NYMMF,,,,flag_si,0.0786,9975,,tag_b,,,,0.3309,,9788,,0.2483,6680,,,NA,,7255,0.988,0.3894,,,,9330,6656,,,,,7275,,0.7326,,,,,,2824,,0.6847,,flag_no,,,,flag_no,,,3764,,,0.2121,0.239,0.2813,0.4111,tag_b
POLZB25JT3MT2,6715036-41,CLIMEMTO2VDSI,natural,1252657064,Sofía García,Masivo,Digital,,,Pyme,Pyme Integral,Platinum,COP,14226200.0,$1.000.000,basica,2025-08-06,2026-08-06,anual,vigente,sí,2026-08-06,pendiente,,806700.0,117300.0,924000.0,contado,mensual,en_mora,116,119000.0,2025-10-11,0,0.0,0.0,72,73,C,ASES001,Laura Gómez,2026-01-01,no_contactado,enviar_cotizacion,2026-02-04,Cliente solicita ajuste de cobertura,+573809003736,sofia.garcia98@example.com,Cartagena,Bolívar,2025-12-04,2026-01-02,broker,5,32,5025200.0,4,6425300.0,0.1571,,,,,,0.0,0.1552,Ajuste técnico,Débito automático,BBVA,RECLBU8PT8TA,2026-01-24,62000.0,temprana,2026-01-16,contactado,verde,197,45,0.8126,0.9456,0.8743,11,0.7649,0.0956,0.468,0.3685,17,no,no,40,86,0,1,0,,,es,no,no,sí,89,,0.0,0.0,,,,organic,,llamada,2025-11-30,consulta renovación,33,no,alta,incompleta,,2025-12-06,manual,FACG3RXOKPI1,2025-11-13,2025-12-28,sí,2025-11-22,actualizacion_datos,u_admin,no,,0,,9.157851,-73.039856,alta,0.4004,PSE,sí,2025-04-27,no,,,59,,0.9523,,,,,,1116,,0.0499,,,,293,0.1499,,,7328,,,,0.5376,,,0.5758,,3090,,6102,,,0.6452,3541,,171,,0.017,0.9604,,flag_no,,,,8708,,7541,,,9265,,7919,453,5740,,,,9006,5780
POLWNLEPHVPKF,1325432-69,CLIAJXHRMF6M8,natural,660051736,Mateo Rojas,PYME,Digital,,,Vida,Vida Individual,B,COP,11830300.0,5%,basica,2025-01-03,2026-01-03,anual,vencida,no,,,,1657300.0,294800.0,1952100.0,recaudo,trimestral,al_dia,0,0.0,2026-01-01,2,517100.0,0.2649,55,56,B,ASES004,Carlos Díaz,2026-01-13,interesado,whatsapp,2026-01-24,,+573922571212,mateo.rojas15@example.com,Cartagena,Bolívar,2025-09-10,2026-01-12,crm,3,102,6452500.0,2,20830600.0,0.1703,,,,,,0.0,0.0896,,Débito automático,Bancolombia,RECGX8860I7P,,0.0,normal,,,rojo,-18,45,0.8218,0.8456,0.8535,6,0.7953,0.09,0.0,0.2532,5,no,sí,0,81,0,1,0,llamada,noche,en,no,sí,sí,63,,0.0,0.0,,broker,,cpc,brand,portal,2025-12-04,soporte,29,no,baja,en_revision,cedula,2025-10-07,electrónica,FACWU1I7XXEQ,2025-11-29,2025-12-12,sí,2026-01-15,ajuste_prima,u_admin,sí,,2,siniestro,8.186056,-76.551875,baja,0.8724,Transferencia,no,,sí,TCKKGN2YENV7H,en_progreso,0.7535,2429,,,7538,,,,,,0.1325,,flag_si,0.5469,8547,,0.5462,0.0895,,,,7346,0.418,,3970,0.8533,tag_a,6806,0.8562,,,tag_a,,2765,,0.0992,,,3871,,,2347,260,910,,0.0907,,0.2627,4933,,,,5322,,860,4655,,,
POL40Y52YGQYM,4324036-41,CLI83JUWLIUVJ,natural,1925419410,Carlos García,PYME,Broker,BRKM86O2GSX,Broker Capital,Hogar,Hogar Total,Platinum,COP,10988600.0,10%,ampliada,2025-06-27,2025-09-25,trimestral,vencida,no,,,,1209700.0,216100.0,1425800.0,contado,trimestral,al_dia,0,0.0,2025-12-29,1,656500.0,0.4604,43,76,B,ASES002,Juan Pérez,2025-12-25,interesado,llamar,2026-01-27,,+573264433958,carlos.garcia3@example.com,Medellín,Antioquia,2026-01-06,2026-01-06,core,3,7,2320600.0,2,4528200.0,0.0276,,,,,,0.0,-0.0088,Cambio cobertura,Efectivo,Bancolombia,RECWTG3FIMLC,,0.0,normal,,,rojo,-118,45,0.9289,0.7927,0.8416,12,0.6876,0.1908,1.239,0.171,13,no,no,62,88,0,1,0,email,noche,en,sí,sí,no,76,,0.1796,217300.0,Renueva 2026,broker,meta,organic,brand,email,2025-12-27,soporte,10,sí,alta,en_revision,,2026-01-01,manual,FAC34EI2BRSV,2025-12-21,2026-01-22,sí,2025-12-08,cambio_cobertura,u_comercial,no,,0,,6.420335,-76.615268,alta,0.7003,Transferencia,sí,2025-08-04,no,,,2197,0.493,,8789,7087,,,0.4719,,,,,,,6314,,,9759,,0.4903,,6921,,flag_si,9713,,,0.8468,0.8319,,,,,,0.4035,,8813,626,,tag_b,6322,NA,,,,5772,,0.3333,,,5742,9686,,NA,,,,,
POL0ZBTBOP51V,7228178-23,CLITY7KFGHPAS,natural,620004786,Camila Pérez,Masivo,Broker,BRKS0BU74UR,Broker Integral,Vida,Vida Plus,Gold,COP,1732100.0,$500.000,basica+asistencia,2025-04-17,2026-04-17,anual,vigente,sí,2026-04-17,pendiente,,7388000.0,1087000.0,8475000.0,contado,trimestral,al_dia,0,0.0,2026-01-17,0,0.0,0.0,54,91,C,ASES004,Carlos Díaz,2025-12-28,reagenda,whatsapp,2026-02-04,Pendiente documentos,+573589081296,camila.perez27@example.com,Bucaramanga,Santander,2025-03-06,2026-01-01,batch_import,2,32,47719700.0,1,112556200.0,0.092,,,,,,0.0,0.0713,IPC,Efectivo,Banco de Bogotá,REC6DKPMVNO9,,0.0,normal,,,verde,86,45,0.8121,0.8277,0.7798,6,0.9174,0.1194,1.031,0.0625,9,no,sí,37,65,0,0,0,llamada,mañana,es,sí,sí,no,62,empresa,0.073,539300.0,Cross-sell,referido,,,,llamada,2026-01-20,pago,13,sí,media,incompleta,,2025-11-21,electrónica,FACVFONTYADJ,2026-01-14,2026-02-01,no,,,,no,,2,docs,5.585162,-74.507403,baja,0.5517,PSE,no,,no,,,,,,0.0211,,,0.4189,,,,,,,flag_si,,tag_a,,NA,tag_b,,,0.7759,,3189,,,0.3387,,,,,,,,,,flag_si,,7399,0.5637,flag_si,,,,712,0.205,,,8304,0.742,,,,,,,,7992,
